,symbol,expiration,strike,last,type,volume,open_interest,implied_volatility,delta,gamma,theta,vega,rho,T,bs_price,adjusted_price
52,MSFT,2025-03-21,352.5,31.0,call,3,0,0.46281,0.9793,0.0031,-0.17452,0.01733,0.0283,0.0027397260273972603,35.368372325045186,35.40450111737522
53,MSFT,2025-03-21,352.5,0.11,put,108,0,0.44071,-0.01618,0.00264,-0.10249,0.01405,-0.00052,0.0027397260273972603,3.1662665799134584e-05,3.168908829374397e-05
54,MSFT,2025-03-21,355.0,29.15,call,1,89,0.41769,0.98073,0.00323,-0.15478,0.01631,0.02855,0.0027397260273972603,32.86868036294999,29.15
55,MSFT,2025-03-21,355.0,0.12,put,663,3583,0.4215,-0.02015,0.00333,-0.1181,0.01694,-0.00064,0.0027397260273972603,5.4934710466197564e-05,0.12
56,MSFT,2025-03-21,357.5,26.0,call,4,0,0.37241,0.9825,0.00334,-0.13487,0.01503,0.02881,0.0027397260273972603,30.36899923935414,30.396893165155486
57,MSFT,2025-03-21,357.5,0.17,put,525,0,0.409,-0.02725,0.00442,-0.14761,0.02184,-0.00087,0.0027397260273972603,0.00013060041437527523,0.00013077189271934995
58,MSFT,2025-03-21,360.0,24.05,call,43,599,0.48766,0.92808,0.00808,-0.42675,0.04766,0.02727,0.0027397260273972603,27.874113448937976,24.05
59,MSFT,2025-03-21,360.0,0.2,put,831,5969,0.39467,-0.0362,0.00579,-0.18,0.02762,-0.00116,0.0027397260273972603,0.00028986790744912894,0.2
60,MSFT,2025-03-21,362.5,26.07,call,0,1,0.38934,0.94788,0.00787,-0.28108,0.03706,0.02812,0.0027397260273972603,25.37056326182062,25.427558232188304
61,MSFT,2025-03-21,362.5,0.28,put,2814,382,0.3808,-0.04843,0.00759,-0.21962,0.03496,-0.00155,0.0027397260273972603,0.0006622388681455371,0.28
62,MSFT,2025-03-21,365.0,19.35,call,39,472,0.39513,0.92066,0.01075,-0.3779,0.05137,0.02745,0.0027397260273972603,22.87368835577155,19.35
63,MSFT,2025-03-21,365.0,0.37,put,935,5506,0.37013,-0.0665,0.01003,-0.27374,0.04487,-0.00213,0.0027397260273972603,0.0017005030316532554,0.37
64,MSFT,2025-03-21,367.5,23.0,call,0,5,0.37409,0.9007,0.01342,-0.4175,0.06071,0.02701,0.0027397260273972603,20.376872431898278,20.45239930956711
65,MSFT,2025-03-21,367.5,0.53,put,587,678,0.35885,-0.09033,0.01305,-0.33443,0.05661,-0.00289,0.0027397260273972603,0.004220326584279954,0.53
66,MSFT,2025-03-21,370.0,14.61,call,170,589,0.36708,0.86558,0.01696,-0.49815,0.07527,0.02609,0.0027397260273972603,17.887427463246638,14.61
67,MSFT,2025-03-21,370.0,0.73,put,1825,7269,0.3494,-0.12301,0.01676,-0.40647,0.07078,-0.00394,0.0027397260273972603,0.010821817368533493,0.73
68,MSFT,2025-03-21,372.5,12.41,call,25,90,0.38873,0.80372,0.02048,-0.65861,0.09624,0.0243,0.0027397260273972603,15.438905987531484,12.41
69,MSFT,2025-03-21,372.5,1.05,put,926,935,0.33979,-0.16519,0.02103,-0.48151,0.08637,-0.00529,0.0027397260273972603,0.026712336703413442,1.05
70,MSFT,2025-03-21,375.0,10.22,call,139,614,0.3436,0.77283,0.02524,-0.63438,0.10485,0.02352,0.0027397260273972603,12.951894877828408,10.22
71,MSFT,2025-03-21,375.0,1.52,put,2247,5788,0.3305,-0.21868,0.02568,-0.555,0.1026,-0.00701,0.0027397260273972603,0.06378828428628225,1.52
72,MSFT,2025-03-21,377.5,8.5,call,155,142,0.33461,0.7083,0.0295,-0.6968,0.11934,0.02164,0.0027397260273972603,10.547683957561219,8.5
73,MSFT,2025-03-21,377.5,2.06,put,2285,791,0.3215,-0.28448,0.03034,-0.61879,0.11794,-0.00913,0.0027397260273972603,0.14584619732842086,2.06
74,MSFT,2025-03-21,380.0,6.8,call,1608,3445,0.3212,0.63436,0.03368,-0.72813,0.13077,0.01946,0.0027397260273972603,8.219684956396634,6.8
75,MSFT,2025-03-21,380.0,2.8,put,4204,10091,0.31479,-0.36324,0.03429,-0.66771,0.13048,-0.01168,0.0027397260273972603,0.3235746279233709,2.8
76,MSFT,2025-03-21,382.5,4.85,call,3602,272,0.31388,0.54789,0.03629,-0.74475,0.13771,0.01686,0.0027397260273972603,6.069366986464843,4.85
77,MSFT,2025-03-21,382.5,3.78,put,3564,787,0.30931,-0.45158,0.03682,-0.68881,0.13769,-0.01454,0.0027397260273972603,0.6714737751162545,3.78
78,MSFT,2025-03-21,385.0,3.65,call,4535,2744,0.30854,0.45582,0.03696,-0.72924,0.13786,0.01407,0.0027397260273972603,4.184978883373503,3.65
79,MSFT,2025-03-21,385.0,4.94,put,2012,5137,0.30047,-0.54566,0.03794,-0.66467,0.1378,-0.0176,0.0027397260273972603,1.2538399183146254,4.94
80,MSFT,2025-03-21,387.5,2.55,call,3189,1257,0.30092,0.36252,0.03584,-0.67015,0.13039,0.01122,0.0027397260273972603,2.6268318584077406,2.55
81,MSFT,2025-03-21,387.5,6.4,put,653,1016,0.30001,-0.63792,0.03594,-0.62193,0.13034,-0.02063,0.0027397260273972603,2.2463940788851744,6.4
82,MSFT,2025-03-21,390.0,1.71,call,4777,4905,0.29437,0.27387,0.03253,-0.5803,0.11578,0.00849,0.0027397260273972603,1.4761057832596691,1.71
83,MSFT,2025-03-21,390.0,7.85,put,773,8033,0.28827,-0.73053,0.03296,-0.51762,0.11485,-0.02368,0.0027397260273972603,3.5562293346189904,7.85
84,MSFT,2025-03-21,392.5,1.07,call,2909,1955,0.29117,0.19763,0.02746,-0.47786,0.09665,0.00614,0.0027397260273972603,0.742746602199631,1.07
85,MSFT,2025-03-21,392.5,9.7,put,16,249,0.24818,-0.84173,0.028,-0.30802,0.084,-0.02732,0.0027397260273972603,5.123319999931766,9.7
86,MSFT,2025-03-21,395.0,0.69,call,3359,6463,0.28858,0.13552,0.0217,-0.37013,0.07569,0.00422,0.0027397260273972603,0.3279949871004817,0.69
87,MSFT,2025-03-21,395.0,12.12,put,408,3471,0.27928,-0.87248,0.0215,-0.29672,0.07258,-0.02848,0.0027397260273972603,7.418002304026231,12.12
88,MSFT,2025-03-21,397.5,0.39,call,2564,5044,0.28797,0.08936,0.01613,-0.27357,0.05616,0.00278,0.0027397260273972603,0.1291640149930231,0.39
89,MSFT,2025-03-21,397.5,14.35,put,63,818,0.28827,-0.91041,0.01615,-0.22725,0.05627,-0.02987,0.0027397260273972603,9.755364429221288,14.35
90,MSFT,2025-03-21,400.0,0.24,call,4866,13142,0.29071,0.05825,0.01151,-0.19869,0.04047,0.00182,0.0027397260273972603,0.04780214063685051,0.24
91,MSFT,2025-03-21,400.0,16.33,put,485,9000,0.29376,-0.9398,0.01169,-0.15859,0.04153,-0.03099,0.0027397260273972603,12.176313479897033,16.33
92,MSFT,2025-03-21,402.5,0.14,call,1252,3669,0.29757,0.03888,0.00814,-0.14696,0.02928,0.00121,0.0027397260273972603,0.01795822261193969,0.14
93,MSFT,2025-03-21,402.5,18.32,put,7,596,0.19857,-1.0,0.0,0.04773,0.0,-0.03307,0.0027397260273972603,14.625047173040514,18.32
94,MSFT,2025-03-21,405.0,0.09,call,1837,8090,0.30336,0.02531,0.0056,-0.10494,0.02053,0.00079,0.0027397260273972603,0.00622261570395688,0.09
95,MSFT,2025-03-21,405.0,21.65,put,77,3256,0.3526,-0.95329,0.00797,-0.15363,0.03396,-0.03182,0.0027397260273972603,17.14823653966289,21.65
96,MSFT,2025-03-21,407.5,0.06,call,330,2578,0.31449,0.01784,0.00402,-0.08089,0.01528,0.00056,0.0027397260273972603,0.0025117688773902414,0.06
97,MSFT,2025-03-21,407.5,24.88,put,11,245,0.3994,-0.95022,0.0074,-0.19176,0.03573,-0.03194,0.0027397260273972603,19.64956699373664,24.88
98,MSFT,2025-03-21,410.0,0.05,call,659,10144,0.31662,0.01075,0.00258,-0.05256,0.00987,0.00034,0.0027397260273972603,0.0007011201944784051,0.05
99,MSFT,2025-03-21,410.0,26.44,put,159,6482,0.39086,-0.9683,0.00524,-0.11411,0.02476,-0.0327,0.0027397260273972603,22.132152481121295,26.44
100,MSFT,2025-03-21,412.5,0.04,call,213,3159,0.34162,0.01004,0.00225,-0.05338,0.0093,0.00031,0.0027397260273972603,0.0005246955100702,0.04
102,MSFT,2025-03-21,415.0,0.03,call,645,7120,0.36632,0.00944,0.00199,-0.0542,0.00881,0.00029,0.0027397260273972603,0.0004061210890342615,0.03
103,MSFT,2025-03-21,415.0,32.6,put,1226,1115,0.51266,-0.95219,0.00558,-0.24857,0.0346,-0.03262,0.0027397260273972603,27.14346916203891,32.6
104,MSFT,2025-03-21,417.5,0.02,call,126,1840,0.44132,0.01818,0.00291,-0.11498,0.01552,0.00056,0.0027397260273972603,0.001810238459001745,0.02
105,MSFT,2025-03-21,417.5,34.4,put,37,50,0.46372,-0.97669,0.00342,-0.0996,0.01916,-0.03358,0.0027397260273972603,29.626130088030322,29.659577988899706
106,MSFT,2025-03-21,420.0,0.04,call,1513,20077,0.41449,0.00843,0.00159,-0.0555,0.00798,0.00026,0.0027397260273972603,0.00025923714926223,0.04
107,MSFT,2025-03-21,420.0,37.65,put,1056,1159,0.57165,-0.95733,0.00457,-0.25293,0.03158,-0.03319,0.0027397260273972603,32.13706438229866,37.65
108,MSFT,2025-03-21,422.5,0.03,call,47,1074,0.42379,0.00637,0.00122,-0.04431,0.00623,0.0002,0.0027397260273972603,0.00012084870687915916,0.03
110,MSFT,2025-03-21,425.0,0.03,call,431,7193,0.4465,0.00607,0.00111,-0.04473,0.00597,0.00019,0.0027397260273972603,0.00010006946267328634,0.03
111,MSFT,2025-03-21,425.0,42.25,put,357,320,0.61418,-0.96486,0.00363,-0.22706,0.02695,-0.03384,0.0027397260273972603,37.13035336844479,42.25
112,MSFT,2025-03-21,427.5,0.02,call,186,1216,0.52836,0.01271,0.00179,-0.10107,0.01141,0.00039,0.0027397260273972603,0.0006143147349778194,0.02
114,MSFT,2025-03-21,430.0,0.01,call,1445,11939,0.43964,0.00225,0.00046,-0.01805,0.00245,7e-05,0.0027397260273972603,7.170998750831957e-06,0.01
115,MSFT,2025-03-21,430.0,47.4,put,1201,1274,0.69039,-0.96333,0.00334,-0.27185,0.02792,-0.0342,0.0027397260273972603,42.13047182202001,47.4
116,MSFT,2025-03-21,432.5,0.01,call,1016,0,0.45976,0.00216,0.00042,-0.01819,0.00236,7e-05,0.0027397260273972603,6.038918551693568e-06,6.039757961372253e-06
118,MSFT,2025-03-21,435.0,0.02,call,448,5125,0.47958,0.00207,0.00039,-0.01829,0.00228,6e-05,0.0027397260273972603,5.119450050808079e-06,0.02
119,MSFT,2025-03-21,435.0,52.65,put,50,54,0.5386,-1.0,0.0,0.05159,0.0,-0.03574,0.0027397260273972603,47.120468936695886,52.65
122,MSFT,2025-03-21,440.0,0.01,call,79,13140,0.51891,0.00193,0.00034,-0.01855,0.00214,6e-05,0.0027397260273972603,3.839671853698274e-06,0.01
123,MSFT,2025-03-21,440.0,57.55,put,400,389,0.79527,-0.96887,0.00254,-0.27249,0.02439,-0.0352,0.0027397260273972603,52.12564536959849,57.55
126,MSFT,2025-03-21,445.0,0.01,call,62,16459,0.55732,0.00181,0.0003,-0.01874,0.00201,6e-05,0.0027397260273972603,2.949234764434809e-06,0.01
128,MSFT,2025-03-21,450.0,0.02,call,9,24741,0.59528,0.0017,0.00026,-0.01897,0.0019,5e-05,0.0027397260273972603,2.351197592466252e-06,0.02
129,MSFT,2025-03-21,450.0,67.45,put,200,138,0.69553,-1.0,0.0,0.05336,0.0,-0.03697,0.0027397260273972603,62.11842872983084,67.45
130,MSFT,2025-03-21,455.0,0.01,call,5,4355,0.63247,0.00161,0.00024,-0.01916,0.00181,5e-05,0.0027397260273972603,1.905907715550202e-06,0.01
131,MSFT,2025-03-21,455.0,71.89,put,5,5,0.90335,-0.9794,0.00158,-0.20683,0.01726,-0.03675,0.0027397260273972603,67.1195582460191,67.18278486988685
132,MSFT,2025-03-21,460.0,0.01,call,207,29218,0.66905,0.00153,0.00021,-0.01934,0.00173,5e-05,0.0027397260273972603,1.5742616552271165e-06,0.01
133,MSFT,2025-03-21,460.0,77.8,put,2,2,0.80016,-1.0,0.0,0.05455,0.0,-0.03779,0.0027397260273972603,72.11707487908404,72.11707487908404
134,MSFT,2025-03-21,465.0,0.01,call,2,19865,0.70503,0.00146,0.00019,-0.01949,0.00165,5e-05,0.0027397260273972603,1.320327616143545e-06,0.01
136,MSFT,2025-03-21,470.0,0.01,call,1,6735,0.74039,0.00139,0.00018,-0.01963,0.00159,4e-05,0.0027397260273972603,1.1200497284745013e-06,0.01
137,MSFT,2025-03-21,470.0,87.15,put,10,21,0.90478,-1.0,0.0,0.05574,0.0,-0.03862,0.0027397260273972603,82.11572637106127,82.11572637106127
138,MSFT,2025-03-21,475.0,0.03,call,3,3452,0.7753,0.00134,0.00016,-0.01978,0.00153,4e-05,0.0027397260273972603,9.645603365050868e-07,0.03
139,MSFT,2025-03-21,475.0,93.57,put,2,2,0.95709,-1.0,0.0,0.05633,0.0,-0.03903,0.0027397260273972603,87.11505436791293,87.11505436791293
140,MSFT,2025-03-21,480.0,0.01,call,34,13356,0.80975,0.00128,0.00015,-0.01993,0.00147,4e-05,0.0027397260273972603,8.408402126143397e-07,0.01
142,MSFT,2025-03-21,485.0,0.02,call,15,2440,0.84359,0.00124,0.00014,-0.02005,0.00142,4e-05,0.0027397260273972603,7.367270949068262e-07,0.02
144,MSFT,2025-03-21,490.0,0.01,call,5,7189,0.87698,0.00119,0.00013,-0.02017,0.00138,4e-05,0.0027397260273972603,6.513720572715791e-07,0.01
145,MSFT,2025-03-21,490.0,107.4,put,11,21,1.11403,-1.0,0.0,0.05811,0.0,-0.04026,0.0027397260273972603,102.11304897891392,102.11304897891392
146,MSFT,2025-03-21,495.0,0.01,call,0,2117,0.91005,0.00116,0.00012,-0.02032,0.00134,4e-05,0.0027397260273972603,5.826932896171915e-07,0.01
148,MSFT,2025-03-21,500.0,0.01,call,44,16347,0.94252,0.00112,0.00011,-0.02042,0.0013,3e-05,0.0027397260273972603,5.220099827242143e-07,0.01
150,MSFT,2025-03-21,505.0,0.01,call,0,1720,0.97453,0.00108,0.00011,-0.02052,0.00126,3e-05,0.0027397260273972603,4.699856884605796e-07,0.01
152,MSFT,2025-03-21,510.0,0.01,call,10,5263,1.00624,0.00105,0.0001,-0.02064,0.00123,3e-05,0.0027397260273972603,4.2690391734382657e-07,0.01
154,MSFT,2025-03-21,515.0,0.01,call,0,1155,1.03749,0.00102,0.0001,-0.02074,0.0012,3e-05,0.0027397260273972603,3.889822649800036e-07,0.01
156,MSFT,2025-03-21,520.0,0.02,call,0,2817,1.06828,0.001,9e-05,-0.02082,0.00117,3e-05,0.0027397260273972603,3.553063618613888e-07,0.02
158,MSFT,2025-03-21,525.0,0.01,call,0,949,1.09877,0.00097,9e-05,-0.02092,0.00114,3e-05,0.0027397260273972603,3.266151313115323e-07,0.01
160,MSFT,2025-03-21,530.0,0.01,call,0,686,1.12895,0.00095,8e-05,-0.02103,0.00112,3e-05,0.0027397260273972603,3.0184439795501633e-07,0.01
162,MSFT,2025-03-21,535.0,0.01,call,0,1072,1.15868,0.00093,8e-05,-0.02111,0.00109,3e-05,0.0027397260273972603,2.7921374732978106e-07,0.01
164,MSFT,2025-03-21,540.0,0.01,call,0,2023,1.1881,0.00091,7e-05,-0.0212,0.00107,3e-05,0.0027397260273972603,2.59376579816435e-07,0.01
166,MSFT,2025-03-21,545.0,0.02,call,0,146,1.21706,0.00089,7e-05,-0.02127,0.00105,3e-05,0.0027397260273972603,2.409133509118437e-07,0.02
168,MSFT,2025-03-21,550.0,0.01,call,1,1028,1.24587,0.00087,7e-05,-0.02137,0.00103,3e-05,0.0027397260273972603,2.2543271445545245e-07,0.01
170,MSFT,2025-03-21,555.0,0.01,call,0,330,1.27422,0.00085,7e-05,-0.02144,0.00101,3e-05,0.0027397260273972603,2.1075432475016421e-07,0.01
172,MSFT,2025-03-21,560.0,0.01,call,0,744,1.30227,0.00083,6e-05,-0.02151,0.00099,3e-05,0.0027397260273972603,1.9758588527776409e-07,0.01
174,MSFT,2025-03-21,565.0,0.01,call,0,169,1.33001,0.00082,6e-05,-0.02158,0.00097,2e-05,0.0027397260273972603,1.8565025070120048e-07,0.01
176,MSFT,2025-03-21,570.0,0.01,call,0,2037,1.3576,0.0008,6e-05,-0.02168,0.00096,2e-05,0.0027397260273972603,1.7543142240417522e-07,0.01
178,MSFT,2025-03-21,575.0,0.01,call,0,3012,1.38474,0.00079,6e-05,-0.02174,0.00094,2e-05,0.0027397260273972603,1.6548273792894008e-07,0.01
180,MSFT,2025-03-21,580.0,0.01,call,1,1915,1.41157,0.00077,5e-05,-0.0218,0.00093,2e-05,0.0027397260273972603,1.5630915724118052e-07,0.01
182,MSFT,2025-03-21,585.0,0.16,call,0,367,1.43809,0.00076,5e-05,-0.02186,0.00091,2e-05,0.0027397260273972603,1.4780926740151346e-07,0.16
184,MSFT,2025-03-21,590.0,0.01,call,0,577,1.46446,0.00075,5e-05,-0.02193,0.0009,2e-05,0.0027397260273972603,1.4040023284655136e-07,0.01
186,MSFT,2025-03-21,595.0,0.08,call,0,205,1.49053,0.00074,5e-05,-0.022,0.00088,2e-05,0.0027397260273972603,1.3347442815046742e-07,0.08
188,MSFT,2025-03-21,600.0,0.02,call,0,6633,1.51629,0.00073,5e-05,-0.02206,0.00087,2e-05,0.0027397260273972603,1.2694616727950973e-07,0.02
190,MSFT,2025-03-21,605.0,0.01,call,0,176,1.54175,0.00071,5e-05,-0.02211,0.00086,2e-05,0.0027397260273972603,1.2079743123007985e-07,0.01
192,MSFT,2025-03-21,610.0,0.01,call,0,1170,1.56705,0.0007,4e-05,-0.02217,0.00085,2e-05,0.0027397260273972603,1.1532905604911344e-07,0.01
194,MSFT,2025-03-21,615.0,0.03,call,0,161,1.59205,0.00069,4e-05,-0.02223,0.00084,2e-05,0.0027397260273972603,1.1012310004025477e-07,0.03
196,MSFT,2025-03-21,620.0,0.01,call,0,355,1.6169,0.00068,4e-05,-0.0223,0.00083,2e-05,0.0027397260273972603,1.0548102141560155e-07,0.01
198,MSFT,2025-03-21,625.0,0.05,call,0,240,1.64144,0.00068,4e-05,-0.02235,0.00082,2e-05,0.0027397260273972603,1.0099601410937875e-07,0.05
200,MSFT,2025-03-21,630.0,0.02,call,0,442,1.66568,0.00067,4e-05,-0.0224,0.00081,2e-05,0.0027397260273972603,9.667505732538591e-08,0.02
202,MSFT,2025-03-21,635.0,0.01,call,0,227,1.68976,0.00066,4e-05,-0.02245,0.0008,2e-05,0.0027397260273972603,9.276478575199568e-08,0.01
204,MSFT,2025-03-21,640.0,0.01,call,0,975,1.71369,0.00065,4e-05,-0.02252,0.00079,2e-05,0.0027397260273972603,8.923162811334814e-08,0.01
206,MSFT,2025-03-21,645.0,0.03,call,0,56,1.73732,0.00064,4e-05,-0.02257,0.00078,2e-05,0.0027397260273972603,8.577623365658835e-08,0.03
208,MSFT,2025-03-21,650.0,0.17,call,0,84,1.76064,0.00063,4e-05,-0.02261,0.00077,2e-05,0.0027397260273972603,8.237822187970971e-08,0.17
210,MSFT,2025-03-21,655.0,0.04,call,0,14,1.78381,0.00063,4e-05,-0.02265,0.00076,2e-05,0.0027397260273972603,7.928046899023076e-08,7.928364020899037e-08
212,MSFT,2025-03-21,660.0,0.01,call,0,794,1.80683,0.00062,3e-05,-0.0227,0.00075,2e-05,0.0027397260273972603,7.644777078791861e-08,0.01
214,MSFT,2025-03-21,665.0,0.01,call,0,275,1.8297,0.00061,3e-05,-0.02276,0.00075,2e-05,0.0027397260273972603,7.384968322095781e-08,0.01
216,MSFT,2025-03-21,670.0,0.01,call,0,151,1.85226,0.00061,3e-05,-0.02281,0.00074,2e-05,0.0027397260273972603,7.124638051339805e-08,0.01
218,MSFT,2025-03-21,675.0,0.01,call,0,99,1.87466,0.0006,3e-05,-0.02286,0.00073,2e-05,0.0027397260273972603,6.883312238374718e-08,0.01
220,MSFT,2025-03-21,680.0,0.02,call,0,554,1.89677,0.00059,3e-05,-0.02289,0.00072,2e-05,0.0027397260273972603,6.643061433715151e-08,0.02
222,MSFT,2025-03-21,685.0,0.08,call,0,107,1.91887,0.00059,3e-05,-0.02295,0.00072,2e-05,0.0027397260273972603,6.436797485171518e-08,0.08
224,MSFT,2025-03-21,690.0,0.02,call,0,381,1.94067,0.00058,3e-05,-0.02299,0.00071,2e-05,0.0027397260273972603,6.228115088331374e-08,0.02
226,MSFT,2025-03-21,695.0,0.01,call,0,376,1.96232,0.00058,3e-05,-0.02303,0.0007,2e-05,0.0027397260273972603,6.033669924834319e-08,0.01
228,MSFT,2025-03-21,700.0,0.01,call,0,1352,1.98366,0.00057,3e-05,-0.02306,0.0007,2e-05,0.0027397260273972603,5.8354203304974785e-08,0.01
230,MSFT,2025-03-28,230.0,163.2,call,0,3,1.40227,0.98994,0.0003,-0.146,0.01701,0.06179,0.021917808219178082,158.18741223730362,158.324323442595
232,MSFT,2025-03-28,240.0,142.0,call,0,1,1.29069,0.98946,0.00034,-0.14223,0.01771,0.06448,0.021917808219178082,148.1931419439767,148.32688625458115
236,MSFT,2025-03-28,260.0,123.3,call,50,10,1.14023,0.98462,0.00053,-0.17007,0.02456,0.06942,0.021917808219178082,128.26132403795168,128.4222278689573
240,MSFT,2025-03-28,280.0,102.7,call,0,1,0.92865,0.98347,0.0007,-0.15372,0.02613,0.07478,0.021917808219178082,108.25828332426437,108.40351181134388
